DGL,HADES
16.5701,0.2552,6.7841,0.2631
33.1402,0.2687,13.5682,0.2681
49.7103,0.2687,20.3523,0.268
66.2804,0.2692,27.1364,0.2676
82.8505,0.2914,33.9205,0.2687
99.4206,0.3228,40.7046,0.3583
115.9907,0.4061,47.4887,0.3931
132.5608,0.4493,54.2728,0.4391
149.1309,0.4921,61.0569,0.5006
165.701,0.5226,67.841,0.5317
182.2711,0.5438,74.6251,0.5637
198.8412,0.5648,81.4092,0.5926
215.4113,0.5901,88.1933,0.606
231.9814,0.6197,94.9774,0.6299
248.5515,0.6557,101.7615,0.6621
265.1216,0.6831,108.5456,0.6782
281.6917,0.6987,115.3297,0.6929
298.2618,0.7081,122.1138,0.6993
314.8319,0.7133,128.8979,0.7042
331.402,0.7154,135.682,0.7058
