8,16,32
RD
DGL,1.00,1.25,2.51
HADES,2.21,3.02,6.76
PD
DGL,1.00,2.01,4.13
HADES,2.74,5.53,10.11
PP
DGL,,,1.00
HADES,,,2.68
MAG
DGL,,,1.00
HADES,,,2.8422966273
