8,16,32
RD
DGL,11.1814,8.9588,4.446
HADES,5.0666,3.6995,1.6551
PD
DGL,59.3629,29.5183,14.3868
HADES,21.626,10.7319,5.8715
PP
DGL,,,77.4195
HADES,,,28.8571
MAG
DGL,,,69.6519
HADES,,,24.5055
