DGL,HADES
38.452951,2.0172,17.54694966,1.9051
55.36003708,1.1156,24.54088511,1.0685
71.96820805,0.828,30.72386157,0.7978
89.0479296,0.7458,37.29356702,0.753
105.6257295,0.7192,43.88202297,0.7212
122.0692574,0.7101,50.71892302,0.7085
138.6966101,0.7023,57.54996353,0.697
155.3047811,0.6997,63.20441034,0.6931
171.7099455,0.6939,68.8881548,0.6904
188.4252144,0.6857,75.43793785,0.6885
204.6817206,0.6852,81.87873364,0.6817
220.8950678,0.6805,88.83634001,0.6841
237.5160266,0.6851,95.41190499,0.6706
253.9116002,0.6789,101.4741751,0.6761
270.123349,0.673,107.7673107,0.6702
286.4549835,0.6776,114.2385761,0.6724
302.7114897,0.6642,120.7989063,0.6655
318.9871775,0.6725,127.3522051,0.6622
335.2932365,0.6615,134.1129312,0.6648
351.7991049,0.6571,140.3978635,0.6596
368.1163532,0.6697,146.9441308,0.6492
384.5199192,0.6589,153.0591367,0.6593
400.7508497,0.6485,159.7577518,0.6528
416.9226366,0.6432,166.0801851,0.6506
433.398134,0.6458,172.8643494,0.6515
449.5443452,0.6379,179.5489016,0.6425
465.9654945,0.646,186.1514205,0.6406
482.3227046,0.6466,192.6320611,0.6463
498.3314469,0.6454,198.9474629,0.6564
514.3737572,0.6504,205.2230199,0.6406
530.5679227,0.6332,211.9532765,0.6384
546.714134,0.6339,218.0167185,0.632
562.7948077,0.633,224.6086902,0.6362
579.0337306,0.6422,231.4971541,0.6288
595.3653652,0.6206,238.2332702,0.6531
611.778522,0.6439,243.8560756,0.6538
627.836817,0.62,249.4589585,0.634
643.8759304,0.6302,255.9524901,0.6251
20.44771156,0.6292,262.5081327,0.6334
36.37173458,0.6106,269.2723745,0.6227
691.9325283,0.6129,275.8467676,0.6228
707.9748386,0.6117,282.18092,0.612
84.52583954,0.6202,288.2033453,0.6177
740.1553677,0.6074,293.7745868,0.6237
756.3495333,0.6084,300.0302214,0.6098
772.5724714,0.6051,307.2397876,0.6135
788.9488633,0.5988,313.1204122,0.6064
805.3284521,0.6021,320.0100481,0.6102
821.6840638,0.6014,326.7520237,0.6063
837.9086004,0.5923,333.9709651,0.6141
854.1603111,0.5882,339.6148648,0.6016
870.3209087,0.592,346.1212873,0.6114
886.7916107,0.5999,352.5796617,0.5886
903.1280406,0.5937,359.1224133,0.6078
919.6195228,0.576,365.7647769,0.5999
935.8712335,0.5805,372.3872182,0.6009
952.1309366,0.5924,378.4647231,0.6012
968.405026,0.5918,384.5211337,0.5869
984.7190773,0.5825,390.7087977,0.5976
