DGL,HADES
17.344,0.441,7.265,0.337
34.688,0.589,14.529,0.611
52.032,0.676,21.794,0.674
69.376,0.722,29.058,0.716
86.720,0.736,36.323,0.715
104.063,0.742,43.588,0.730
121.407,0.751,50.852,0.741
138.751,0.754,58.117,0.754
156.095,0.761,65.381,0.763
173.439,0.764,72.646,0.771
190.783,0.769,79.911,0.768
208.127,0.773,87.175,0.778
225.471,0.775,94.440,0.778
242.815,0.780,101.704,0.779
260.159,0.781,108.969,0.781
277.502,0.783,116.234,0.785
294.846,0.785,123.498,0.784
312.190,0.788,130.763,0.780
329.534,0.787,138.027,0.788
346.878,0.790,145.292,0.788
