8,16,32
RD
DGL,12.0306,9.1504,4.4842
HADES,5.6885,3.884,1.7615
PD
DGL,61.7756,30.3552,14.7709
HADES,24.8204,11.4385,6.3432
PP
DGL,,,81.3803
HADES,,,31.2058
MAG
DGL,,,73.1266
HADES,,,28.3968
